Name,Latitude,Longitude,low,mid,high
56 - Libya,26.3351,17.228331,500.25,,
55 - Algeria,28.033886,1.659626,437.5,,
"54 - Tinfou, Morocco",30.2638799,-5.6799816,500,,
53 - Iraq,33.223191,43.679291,240,,
52 - Libya,26.3351,17.228331,250,,
51 - Saudi Arabia,23.885942,45.079162,110,,
50 - U.K.,55.378051,-3.435973,153.2,,
48 - Lybia,26.3351,17.228331,120,,
49 - Oman,21.4735329,55.975413,120,,
